Name,Description,Camera_quality,Price,Rating,Image_url
"Apple iPhone SE 3rd Gen (Product (Red), 256 GB)","256 GB ROM
11.94 cm (4.7 inch) Retina HD Display

A15 Bionic Chip, 6 Core Processor Processor
Brand Warranty of 1 Year",12MP Rear Camera | 7MP Front Camera,"₹64,900",4.4,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 15 (Yellow, 256 GB)","256 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹75,999",4.6,https://rukminim2.flixcart.com/image/312/312/l0igvww0/mobile/2/g/r/-original-imagca5kqvhuscnv.jpeg?q=70
"Apple iPhone 14 Plus (Yellow, 128 GB)","128 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹65,999",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 14 Plus (Purple, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹75,999",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 14 Plus (Yellow, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹75,999",4.6,https://rukminim2.flixcart.com/image/312/312/kg8avm80/mobile/r/h/z/apple-iphone-12-dummyapplefsn-original-imafwg8duby8qbn4.jpeg?q=70
"Apple iPhone 11 Pro (Space Grey, 64 GB)","64 GB ROM
14.73 cm (5.8 inch) Super Retina XDR Display

A13 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,06,600",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 11 (Yellow, 64 GB)","64 GB ROM
15.49 cm (6.1 inch) Liquid Retina HD Display

A13 Bionic Chip Processor
Brand Warranty of 1 Year",12MP + 12MP | 12MP Front Camera,"₹43,900",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/9/n/-original-imagtc6fyrstd4jm.jpeg?q=70
"Apple iPhone 12 (Red, 256 GB)","256 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield
Industry-leading IP68 Water Resistance
All Screen OLED Display
12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording
Brand Warranty for 1 Year",12MP + 12MP | 12MP Front Camera,"₹63,999",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 13 mini (Midnight, 512 GB)","512 GB ROM
13.72 cm (5.4 inch) Super Retina XDR Display

A15 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP | 12MP Front Camera,"₹94,900",4.5,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 6s (Space Grey, 32 GB)","32 GB ROM
11.94 cm (4.7 inch) Retina HD Display

Apple A9 64-bit processor and Embedded M9 Motion Co-processor
Brand Warranty of 1 Year",12MP Rear Camera | 5MP Front Camera,"₹29,900",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/o/b/-original-imaghx9qkugtbfrn.jpeg?q=70
"Apple iPhone 15 Plus (Yellow, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹85,999",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 13 Pro (Silver, 1 TB)","1 TB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A15 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,69,900",4.7,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/x/h/-original-imagtc3k6zztrhnb.jpeg?q=70
"Apple iPhone 15 Plus (Green, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹85,999",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 13 Pro Max (Sierra Blue, 1 TB)","1 TB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,79,900",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 15 Plus (Blue, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹85,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/k/o/-original-imaghx9qtwbnhwvy.jpeg?q=70
"Apple iPhone 11 (Red, 128 GB)","128 GB ROM
15.49 cm (6.1 inch) Liquid Retina HD Display

A13 Bionic Chip Processor
Brand Warranty of 1 Year",12MP + 12MP | 12MP Front Camera,"₹48,900",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 14 Plus (Midnight, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹75,999",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png
"Apple iPhone 15 Pro (Blue Titanium, 512 GB)","512 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A17 Pro Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP + 12MP | 12MP Front Camera,"₹1,58,990",4.7,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/plus_aef861.png
"Apple iPhone 14 Plus (Blue, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹75,999",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 15 Pro Max (Blue Titanium, 512 GB)","512 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A17 Pro Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP + 12MP | 12MP Front Camera,"₹1,68,900",4.7,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/buying-guide-illustration_4dd325.png
"Apple iPhone 14 Plus (Starlight, 256 GB)","256 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹75,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/b/0/-original-imaghx9qnhzxegu2.jpeg?q=70
"Apple iPhone 14 Pro (Space Black, 512 GB)","512 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP + 12MP | 12MP Front Camera,"₹1,49,900",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 14 Plus ((PRODUCT)RED, 128 GB)","128 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12MP + 12MP | 12MP Front Camera,"₹65,999",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 15 Plus (Blue, 512 GB)","512 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹1,05,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/4/r/-original-imagtc4g22rcatjg.jpeg?q=70
"Apple iPhone 13 Pro Max (Gold, 1 TB)","1 TB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,79,900",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 12 (White, 128 GB)","128 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield
Industry-leading IP68 Water Resistance
All Screen OLED Display
12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording
Brand Warranty for 1 Year",12MP + 12MP | 12MP Front Camera,"₹50,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/4/d/-original-imaghx9qygjjg8hz.jpeg?q=70
"Apple iPhone 11 Pro (Gold, 512 GB)","512 GB ROM
14.73 cm (5.8 inch) Super Retina XDR Display

A13 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,40,300",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 12 (Black, 128 GB)","128 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield
Industry-leading IP68 Water Resistance
All Screen OLED Display
12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording
Brand Warranty for 1 Year",12MP + 12MP | 12MP Front Camera,"₹50,999",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 15 Plus (Yellow, 512 GB)","512 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹1,05,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/x/h/-original-imagtc3k6zztrhnb.jpeg?q=70
"Apple iPhone 13 Pro Max (Graphite, 1 TB)","1 TB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A15 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,79,900",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 11 Pro (Space Grey, 512 GB)","512 GB ROM
14.73 cm (5.8 inch) Super Retina XDR Display

A13 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,40,300",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/8/-original-imaghx9qudmydgc4.jpeg?q=70
"Apple iPhone 13 mini (Pink, 128 GB)","128 GB ROM
13.72 cm (5.4 inch) Super Retina XDR Display

A15 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP | 12MP Front Camera,"₹64,900",4.5,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 15 Plus (Pink, 512 GB)","512 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹1,05,999",4.6,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 11 (Yellow, 128 GB)","128 GB ROM
15.49 cm (6.1 inch) Liquid Retina HD Display

A13 Bionic Chip Processor
Brand Warranty of 1 Year",12MP + 12MP | 12MP Front Camera,"₹48,900",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/l/p/-original-imaghxemc3wtcuhb.jpeg?q=70
"Apple iPhone 12 mini (Red, 128 GB)","128 GB ROM
13.72 cm (5.4 inch) Super Retina XDR Display

A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield
Industry-leading IP68 Water Resistance
All Screen OLED Display
12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording
Brand Warranty for 1 Year",12MP + 12MP | 12MP Front Camera,"₹64,900",4.5,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone 12 Pro (Pacific Blue, 128 GB)","128 GB ROM
15.49 cm (6.1 inch) Super Retina XDR Display

A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield | Industry-leading IP68 Water Resistance
All Screen OLED Display
LiDAR Scanner for Improved AR Experiences, Night Mode Portraits
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,09,900",4.5,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 15 Plus (Green, 512 GB)","512 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A16 Bionic Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP | 12MP Front Camera,"₹1,05,999",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/h/7/-original-imaghx9qaepzajta.jpeg?q=70
"Apple iPhone 11 Pro (Silver, 64 GB)","64 GB ROM
14.73 cm (5.8 inch) Super Retina XDR Display

A13 Bionic Chip Processor
Brand Warranty for 1 Year",12MP + 12MP + 12MP | 12MP Front Camera,"₹1,06,600",4.6,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg=="
"Apple iPhone SE (White, 64 GB)","64 GB ROM
11.94 cm (4.7 inch) Retina HD Display

A13 Bionic Chip with 3rd Gen Neural Engine Processor
Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)
Fast Charge Capable
Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately
Brand Warranty of 1 Year",12MP Rear Camera | 7MP Front Camera,"₹39,900",4.5,https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png
"Apple iPhone 15 Pro Max (White Titanium, 512 GB)","512 GB ROM
17.02 cm (6.7 inch) Super Retina XDR Display

A17 Pro Chip, 6 Core Processor Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",48MP + 12MP + 12MP | 12MP Front Camera,"₹1,68,900",4.7,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/i/x/-original-imagtc6fhhtqjnr9.jpeg?q=70
